ID,frequency,recency,T
122602,10,934.071713,1033.20581
122688,0,0,308.0883449
122690,1,113.8964815,1019.198356
122703,1,43.11278935,245.1545949
122851,5,1063.700903,1160.13434
122857,4,735.7064815,926.3972222
122972,0,0,516.9722685
123011,2,177.6483912,378.986956
123012,0,0,1088.621863
123013,0,0,826.2050694
123153,3,207.9128704,693.1270833
123222,2,175.8406134,215.379294
123224,0,0,658.365625
123238,4,576.1645486,824.2373495
123272,3,767.9385301,872.3321296
123275,0,0,867.0631597
123291,6,867.7078472,1066.355255
123300,0,0,774.0750116
123310,0,0,1087.737257
123327,0,0,542.5398264
123338,1,630.0877894,1043.1486
123350,0,0,919.3031829
123397,1,57.98716435,1187.62853
123479,0,0,451.1276852
123490,2,377.8013542,431.0185301
123519,0,0,42.13576389
123545,0,0,1159.256007
123756,2,283.287662,1049.400671
123809,2,453.6294907,1172.139028
123842,4,593.0366782,1036.13088
123855,0,0,749.1946181
123907,0,0,656.3922338
123965,0,0,784.0790278
124036,3,650.5420139,1097.238252
124037,0,0,928.5973264
124060,0,0,1022.155752
124063,0,0,767.1666551
124124,1,867.6810069,1168.219757
124134,0,0,192.1901273
124170,0,0,1170.544444
124182,0,0,736.3945023
124186,2,641.1936806,978.4052199
124539,0,0,704.6409838
124544,3,962.0643866,1045.333553
125889,0,0,1144.488206
125921,2,917.6626157,1094.276007
125956,3,480.7942824,1071.054803
125993,0,0,717.2384954
127144,6,847.0674537,1179.636759
127194,0,0,1013.605926
127199,6,1144.781389,1180.062176
127205,1,642.9765625,657.3256366
127231,0,0,405.2009259
127241,0,0,1189.505903
127257,0,0,1062.274167
127258,0,0,378.2904514
127292,0,0,124.4489468
127352,1,375.3040856,734.5631481
127371,0,0,1146.057488
127394,0,0,454.6325
127408,0,0,180.3760417
127418,10,793.8006829,1112.274815
127420,5,1094.066725,1153.031157
127565,3,504.7053472,903.173287
127587,0,0,1194.347627
127614,0,0,614.5392708
127628,0,0,96.19538194
127635,0,0,744.4963426
127744,11,1126.019595,1158.475914
127756,1,7.064444444,957.1684028
127783,0,0,461.4164815
127793,0,0,1084.538056
127802,0,0,741.5892014
127852,1,427.681713,1056.071424
127855,2,966.8792708,1003.384873
127945,4,166.2396528,1095.333171
127968,2,189.0812963,331.4373264
127988,0,0,1019.145625
127992,0,0,556.1998148
128032,2,112.6442824,741.7234838
128034,0,0,242.8619213
128066,1,195.7141898,1021.111169
128078,7,771.2766435,1132.216921
128083,7,1052.218125,1066.658495
128109,3,83.15505787,825.3165162
128132,0,0,664.3234259
129568,1,125.7798843,733.0635069
129595,0,0,863.1053819
129610,0,0,686.565625
129630,0,0,408.7168634
129643,2,551.265463,1039.417836
129679,1,4.7490625,420.4809722
129728,1,215.2019329,847.3104282
129852,12,1034.730139,1180.15441
129889,41,1162.01772,1173.545231
129919,1,8.745046296,767.1089236
130012,0,0,539.2072222
130063,3,1033.643715,1098.114468
130424,1,80.92855324,526.9991551
130427,0,0,616.1040741
130429,8,796.9579167,1188.160104
130447,2,250.6548264,603.4025347
130493,13,1164.854201,1188.185752
130500,2,61.99606481,1124.119606
130533,9,923.9501968,1167.390428
130536,1,43.09866898,731.5153935
130583,0,0,589.2476273
130611,1,218.0099537,994.5009606
130621,1,42.8468287,185.8274306
130626,1,271.6776736,274.0208333
130628,2,819.9822685,976.5491435
130767,1,666.9509491,970.5218287
130792,1,74.9681713,729.5590162
130855,0,0,523.1193171
130869,1,572.5755903,1190.196655
130870,1,82.05564815,786.5889468
130950,0,0,576.3704282
131001,0,0,1096.44184
131007,0,0,463.3270602
131033,0,0,555.2255093
131041,3,613.0217824,1045.549491
131057,0,0,807.9773958
131154,1,294.6165625,744.2719676
131253,1,190.9638657,761.2336806
131271,1,497.1420255,743.6160532
131343,1,147.5022801,603.0463426
131348,2,1122.137685,1122.232824
131405,0,0,244.6448843
131410,1,861.2516782,1012.394086
131416,0,0,800.0397338
131461,0,0,278.3778241
132042,0,0,539.3389005
132049,1,476.6790162,720.3093866
132050,0,0,845.5966551
132117,2,435.0426157,879.5104051
132273,0,0,749.3750694
132289,0,0,638.4938657
132298,4,811.572662,894.7604514
132301,0,0,715.1893056
132313,0,0,729.4962731
132327,1,13.52091435,772.214375
132335,0,0,691.226412
132360,10,1115.196551,1193.517558
132388,1,560.044213,635.3664236
132452,0,0,895.2245718
132459,1,162.1615856,965.3163426
132463,0,0,446.3581829
132466,1,21.03087963,795.9939005
132471,1,76.96450231,171.2810995
132484,1,80.30665509,1003.456053
132496,3,628.6265741,1119.203762
132523,1,130.7822454,376.2125231
132620,2,306.7808102,323.1758102
132652,1,280.1507407,374.2351273
132656,1,21.01241898,1157.144363
132747,0,0,892.0522454
132831,0,0,1062.012882
132925,0,0,733.7097338
132929,0,0,1132.321238
132931,0,0,1009.509907
133043,0,0,1099.549005
133058,3,944.1296644,1135.204711
133441,2,1080.12559,1141.366736
133458,1,374.1603819,1178.18794
133526,0,0,900.363206
133534,0,0,832.4235069
133554,5,676.6312847,832.1396412
133604,1,83.0044213,361.1849537
133618,1,251.3243519,1041.464468
133726,5,937.3329514,1125.619236
133745,0,0,710.2843519
133765,1,192.2381134,381.3711227
133774,0,0,1110.247245
133848,1,20.06570602,42.13010417
134625,10,651.0947222,786.3786343
134635,2,96.4775463,472.6269213
134687,0,0,730.5213426
134688,1,268.8386806,944.2910185
134711,4,1008.244132,1067.39838
134777,1,778.7531944,1171.140069
134831,5,1000.701725,1016.611644
134958,8,1096.46331,1104.072477
134961,0,0,584.611794
134994,1,32.78659722,824.2639468
135019,0,0,1153.473924
135052,0,0,1130.549618
135085,2,83.39380787,942.5004977
135092,0,0,20.16391204
135118,3,326.1631944,1143.337512
135150,0,0,529.2701389
135161,0,0,310.0072685
135195,0,0,679.4679167
135307,1,14.79387731,507.0835995
135323,0,0,929.1422338
135353,2,390.1279745,667.4040741
135360,0,0,438.1561921
135422,1,661.9826157,1079.067315
135423,0,0,528.4226389
135443,11,1025.000035,1166.66581
135457,1,416.1322569,1139.252431
135495,0,0,937.5958565
135543,0,0,1095.580428
135548,8,1026.766991,1167.102755
135860,10,1188.223275,1192.518102
135912,0,0,778.4166088
135919,0,0,816.0090162
135935,5,631.6835532,645.1932639
135959,0,0,99.66813657
135990,4,742.7016204,760.128912
135992,6,934.6298727,950.2054514
136045,0,0,1077.557639
136078,3,848.0893519,881.1999074
136100,0,0,738.5486227
136115,0,0,927.2837037
136178,1,3.144768519,559.615081
136181,18,1024.295961,1037.30037
136368,0,0,770.5081829
136525,1,914.974375,1104.189491
136542,0,0,994.6706134
136580,1,23.27825231,893.7281597
136643,0,0,1087.450995
136648,0,0,606.2816667
136823,5,563.9785648,823.0760185
136851,1,753.0181481,1012.272014
137730,1,31.4537963,495.507662
137778,0,0,245.447338
137798,2,521.0662847,756.2103819
137840,0,0,1013.564572
137879,3,221.9086574,1185.217465
137951,0,0,990.0963657
137981,0,0,676.0054861
138086,0,0,1129.457882
138103,0,0,933.7277315
138114,3,383.0179398,886.3166435
138126,1,62.3909838,600.6126157
138147,2,218.8741435,1145.200498
138166,2,703.4198611,908.497338
138182,2,377.4354398,1068.699815
138199,5,846.3874306,1145.468067
138210,0,0,116.2523032
138224,0,0,440.2434954
138229,5,987.8803241,1129.177755
138245,2,400.9559838,904.6058912
138263,0,0,869.4652315
138283,0,0,1033.478819
138302,0,0,748.9399653
138354,1,402.5410185,1145.690336
138355,13,698.3503009,1191.034757
138370,0,0,515.090787
138428,0,0,763.1584375
138441,1,144.2422454,534.6227894
138497,2,647.9806019,1071.391701
138521,3,816.9735301,1151.510729
138524,1,209.4353588,1066.41515
138556,2,400.7639005,460.2259144
138571,2,72.83908565,1187.059792
138574,0,0,437.489375
138610,0,0,587.5385995
138620,1,123.6802083,962.2065162
138675,0,0,804.4179167
138677,0,0,729.4896412
138697,10,728.4335532,743.9838542
138715,1,108.4720023,124.1563657
138716,0,0,275.4940625
138757,3,461.5321296,740.7937847
138773,6,1098.030324,1180.377454
138788,0,0,675.3702083
138905,0,0,54.23760417
138938,0,0,103.1465278
138939,0,0,623.435162
138943,0,0,589.3302546
138945,0,0,1055.169468
139007,0,0,870.1209954
139047,6,745.3582523,1130.499387
139063,0,0,1116.20353
139087,3,485.0815856,942.4502083
139089,1,368.3458912,1084.567558
139111,0,0,825.2229051
139116,3,54.93243056,807.0334954
139123,0,0,1020.099595
139134,1,734.8029282,1191.136435
139136,0,0,402.3285648
139145,2,927.1311574,1153.955637
139160,0,0,803.2601157
139170,0,0,837.6328472
139180,1,288.0248148,1121.350336
139213,0,0,815.4937153
139227,0,0,891.0108102
139383,3,514.9907639,982.0316204
139385,0,0,835.0400116
139397,1,8.113043981,842.3699769
139408,9,750.6629398,1159.121181
139427,0,0,1014.523808
139447,2,740.661713,1063.166273
139459,1,426.0219213,657.1930903
139465,4,716.9836227,879.2523032
139492,0,0,117.2488194
139509,5,1075.054259,1173.058657
139530,1,341.5743866,472.5637616
139849,1,422.3057639,913.6431713
139993,0,0,594.1893056
140039,1,44.40498843,1187.012257
140127,1,484.9550926,944.4874421
140168,1,415.7456944,1020.281701
140266,0,0,1026.295139
140273,0,0,1177.67794
140312,5,226.202963,1028.32559
140358,0,0,1171.288438
140385,1,170.5147917,710.4831019
140401,0,0,1048.39662
140487,1,134.4227778,688.0835069
140498,2,511.1630208,1101.28559
140504,0,0,1097.261655
140513,2,82.80060185,1000.285914
140586,3,798.9598264,910.0330903
140610,2,344.102037,731.4748843
140650,5,982.9173958,1027.054618
140717,0,0,1156.023391
140733,11,1024.316817,1029.249907
140752,0,0,1157.382662
140819,0,0,758.5857639
141064,0,0,1023.341887
141102,0,0,731.5269792
141384,5,1003.884514,1006.420995
141407,2,414.1857292,1110.320579
141533,0,0,392.9671065
141566,1,729.762338,742.0368519
141626,1,40.06331019,1056.53478
141705,0,0,589.2155208
141745,1,805.8934375,1066.12022
141750,3,163.8320139,1048.442963
141817,0,0,830.1648843
141915,1,267.1642824,824.1760185
141927,1,267.2681481,1159.449282
141932,2,378.0192593,1126.033611
141936,0,0,1115.680463
141937,2,322.2272685,841.1796759
141966,2,458.8114468,997.4945023
142015,3,228.4338773,1114.493762
142186,3,765.2703704,1043.555324
142286,1,4.818402778,457.426875
142310,0,0,97.52392361
143333,2,688.7126389,1098.102199
143336,0,0,1020.289838
143354,1,914.1496759,1146.559259
143433,0,0,1165.127986
143564,2,49.06646991,863.0923727
143568,2,611.9417593,1000.486308
143603,6,1074.41441,1102.340046
143888,3,442.6357176,802.2253935
143895,3,1169.467431,1185.169468
143919,0,0,1065.354306
144064,0,0,377.2706019
145406,8,898.2889931,941.4626736
145604,7,1149.651736,1150.117292
145638,0,0,833.126412
145639,1,233.2678356,1047.486782
145723,2,312.4899769,1191.324363
145725,3,48.23333333,1166.473218
145726,3,798.1600694,1186.433287
145822,2,349.737419,684.3129861
145965,2,684.2131713,1140.280718
145988,12,922.4454514,984.557419
146086,11,1092.000602,1119.076875
146088,2,23.14232639,843.4940741
146140,0,0,745.4583218
146180,1,206.5815046,627.079375
146186,2,606.5139352,618.6035069
146187,0,0,488.5052894
146197,1,117.8705324,741.3847569
146302,1,97.96123843,622.0515162
146315,1,92.24027778,502.3896759
146355,0,0,147.4103704
146412,0,0,743.6267708
146445,11,1053.06985,1090.449375
146452,0,0,974.7141088
146465,1,293.0581481,1179.884178
146785,1,13.0434838,1146.160324
148053,1,882.1410648,1048.333125
148709,0,0,426.177419
148802,1,240.0831366,378.3057986
148817,3,766.9458218,1013.469745
148869,1,2.198310185,1094.382917
148891,4,900.0430556,1050.858368
148912,5,559.9817014,1039.239734
148920,4,562.6490509,868.0745139
148977,0,0,80.09189815
149029,0,0,269.1920486
149065,6,641.0058218,1163.580868
149102,0,0,877.4642708
149105,0,0,324.4907407
149112,5,938.059375,1066.558067
149132,0,0,609.1046991
149156,1,422.2135185,1140.587222
149193,0,0,504.2250926
149218,0,0,303.1509144
149247,3,599.5040972,782.168912
149271,0,0,971.0686227
149278,4,611.9013889,742.5034606
149319,1,153.0378356,398.3350694
149328,4,599.0545023,1089.505139
149363,0,0,995.5545255
149386,2,772.9447338,1172.102928
149433,2,122.819213,767.1612616
149436,2,579.3117014,1138.641736
149437,0,0,1165.072789
149664,24,1127.854097,1146.445451
150508,1,61.71880787,555.1325463
150691,1,551.1769444,1094.205625
150737,1,714.902419,1125.971366
150817,0,0,873.0754861
150831,0,0,831.105
150855,0,0,529.6167708
150874,1,242.0947338,299.2413079
150883,0,0,1149.140313
150979,1,32.70451389,1117.911412
151011,0,0,421.6316204
151069,1,397.5157292,942.2454745
151104,1,237.9100579,793.1614236
151130,0,0,1037.120301
151229,1,682.250706,1145.503553
151286,1,694.9762384,1105.077755
151318,1,1140.852789,1194.650081
151338,1,508.9944792,962.9981713
151420,2,810.5384838,909.5703704
151476,0,0,1138.143368
151477,0,0,1093.481829
151517,0,0,915.4967477
151570,0,0,499.6584606
151829,5,1125.635984,1176.320428
151834,0,0,622.5393171
151943,0,0,1010.425
154591,0,0,1013.293507
154633,1,183.9386458,743.2318287
154674,0,0,825.1266088
154693,3,165.016331,478.0608681
155353,2,745.2467708,1171.598218
155373,3,726.8219676,1069.339861
155566,2,646.0096296,1189.193495
155622,1,344.9329167,457.2887616
155639,0,0,797.6684259
155712,0,0,231.5805671
155773,1,246.0075,1117.077708
155957,1,258.6694329,1086.958588
155971,3,496.865,1013.150185
156231,2,118.249213,593.2937616
156292,0,0,1090.522488
156490,2,39.86604167,978.4263773
156659,1,543.0546875,1018.545799
156739,0,0,960.5611227
156749,0,0,857.202338
156754,6,756.7923264,849.0665625
156770,3,358.8807755,1111.448542
156973,0,0,557.5476736
157034,4,961.3423611,1026.405833
157694,2,772.4165278,1092.445127
157855,4,739.8601273,767.2834259
158052,0,0,436.4576389
158418,1,73.84587963,755.1605208
158438,5,751.5132176,1134.003449
158461,0,0,112.229375
158514,0,0,166.4635764
158519,1,57.46074074,1099.453762
158535,1,311.8117824,1156.294363
158721,1,195.6386343,841.3642477
158723,3,387.6642245,754.1898148
158854,17,1067.843634,1121.064248
158883,0,0,362.0771065
158903,2,68.54368056,379.9385648
158906,1,435.5737269,1147.312789
158953,3,307.1446875,1117.152361
158972,0,0,826.9580787
159015,0,0,1035.282361
159048,0,0,1193.434259
159267,3,728.1067593,923.6283333
159339,0,0,1130.072523
159461,0,0,213.736088
159555,1,299.494919,697.6591898
159584,1,495.8810995,1143.31706
159618,2,816.4734375,1181.569988
159686,0,0,731.9964468
159700,0,0,597.698588
159774,3,122.7983565,1149.218727
159804,0,0,644.5353588
159883,0,0,845.0812153
159904,0,0,800.080162
159906,0,0,1140.980914
159959,5,855.8858102,1094.349248
159979,5,1043.027454,1061.534398
160029,4,1063.235347,1123.699711
160069,2,55.88844907,761.3375116
160102,1,272.8122222,1061.478877
160109,0,0,766.0855671
160129,0,0,883.5627546
160155,5,471.1387731,1134.5364
160166,4,426.8787847,838.1067477
160371,0,0,215.4213426
160457,0,0,1147.553449
160465,0,0,839.2756481
160511,3,853.2707292,858.3962037
160610,3,76.5200463,687.1982755
160653,7,967.0343403,1151.500891
160736,13,989.7548032,1046.123854
160746,1,435.3794213,513.379294
160809,1,239.8079745,966.3526736
160867,2,267.8652894,1132.086968
160906,3,847.1509028,1164.26956
160943,10,1130.300567,1142.311597
160962,7,979.0898843,1166.034583
160974,6,897.6952199,983.3404282
160983,2,632.3081481,869.3464005
161001,1,446.0556597,1189.354861
161041,2,591.90125,873.3323495
161049,5,587.0969792,741.4576389
161115,1,606.8974537,1123.947269
161159,2,539.7443866,1005.261829
161197,7,806.8659491,822.603588
161206,1,812.4201736,828.1197222
161224,0,0,606.3548495
161245,2,636.4146065,919.5641667
161313,12,787.6291088,917.6286921
161454,0,0,1085.098356
161459,3,331.2900116,345.2896875
161514,2,342.2956019,1139.147211
161570,0,0,779.1343866
161767,0,0,664.8555903
161810,17,922.4400347,947.4975347
161826,10,967.4919444,1192.167778
161827,4,806.9292708,1183.359352
161853,0,0,334.0683218
161865,2,261.4801736,1112.053079
162404,5,569.4719676,1154.180301
162582,0,0,269.0352662
162604,0,0,12.20834491
162605,1,319.3482639,1177.642928
162717,0,0,377.0915972
162801,7,706.629456,1118.102222
162807,5,734.9921528,1108.134028
162834,2,272.9527199,425.1839005
162848,0,0,736.1522222
162967,0,0,885.1117361
163026,2,150.1476042,806.2356944
163041,2,279.5917593,773.2086574
163083,3,212.7183565,1125.268738
163089,4,791.0564815,922.4054282
163156,1,891.5880787,966.1980671
163180,4,903.0196181,1043.077801
163201,0,0,490.2351157
163207,17,799.7855093,1136.06213
163215,1,799.6486574,926.0922685
163241,5,225.2283333,629.6635532
163264,0,0,841.3494213
163272,4,730.9739468,1160.994051
163316,0,0,964.4021759
163334,1,575.9968519,1098.032882
163343,1,1083.990532,1166.353669
163367,30,1136.698773,1170.161424
163422,4,980.0671065,1006.391377
163501,1,279.028588,719.0502894
163536,1,490.882581,1096.991701
163545,1,12.07645833,27.15831019
163550,3,797.0306944,1164.969549
163563,0,0,900.3011227
163591,1,542.8140394,1178.127292
163595,7,732.9467708,826.0505903
163619,1,611.5737616,948.6611111
163644,2,1177.201644,1187.444132
163665,1,115.2958449,124.4717824
163689,2,517.0232292,860.5251157
163690,1,440.6421296,1013.26735
163694,0,0,364.5327662
163704,0,0,909.2101389
163719,0,0,1052.150949
163720,0,0,565.2201273
163725,0,0,1193.50375
163761,2,678.3381134,1001.495127
163793,0,0,128.5501389
163909,2,181.0395602,1152.414572
163951,0,0,862.1995023
164001,0,0,875.1521644
164023,0,0,564.3510764
164064,2,605.9561227,1046.317222
164090,0,0,694.3163889
164115,3,396.3978472,410.4569097
164129,2,348.0651042,1111.526609
164131,2,339.964213,784.0522569
164202,0,0,560.0235417
164213,3,685.1456366,882.3382407
164228,0,0,485.155463
164250,2,821.0178356,1094.419745
164265,0,0,485.4075347
164325,1,915.2888657,1174.724225
164338,7,914.4816435,971.0919213
164339,0,0,1136.368137
164382,0,0,907.6264468
164402,1,781.0028588,1167.101435
164436,0,0,857.6171181
164449,0,0,988.4446296
164505,4,1029.02088,1042.499954
164512,0,0,607.5384491
164524,0,0,798.2542361
164533,1,122.0190972,322.2173611
164598,4,966.6360764,1124.769282
164641,0,0,214.6432755
164708,3,220.9537616,1178.085394
164731,2,764.0242245,768.6376042
164738,2,1084.895648,1188.198576
164756,0,0,1094.157789
164804,2,543.8606019,1110.535266
164805,1,88.73788194,786.0987153
164824,0,0,401.3961343
164941,1,32.06700231,542.5918056
164978,4,840.5561343,1064.069549
164980,3,565.0210764,648.5631134
165007,4,888.182419,1134.553634
165015,1,67.50335648,533.6490394
165039,0,0,804.3521065
165069,3,944.938125,1191.655301
165079,0,0,164.5280324
165128,0,0,334.6190278
165180,9,950.5020602,1101.106991
165198,0,0,742.2297569
165202,2,316.7861343,857.0338889
165279,0,0,134.7656944
165329,1,584.0294213,1066.235845
165368,0,0,175.6028125
165555,3,960.926713,1047.237384
165558,0,0,143.6140162
165580,0,0,955.4466667
165589,2,826.8496296,841.3410764
165624,0,0,776.1252315
165636,0,0,578.3668056
165686,3,225.4997106,1047.645231
165725,1,481.9880903,1090.566042
165802,21,1099.545012,1104.215903
165926,1,16.1971412,739.6504745
166031,0,0,481.1599306
166038,0,0,1085.597755
166043,0,0,1108.45125
166094,2,604.8706019,1165.041308
166115,3,943.2764352,1189.522141
166178,0,0,454.0268519
166182,0,0,1150.405486
166197,0,0,258.1679398
166203,1,313.0749074,1063.550162
166226,0,0,184.2326042
166252,2,270.782963,1034.287002
166312,1,328.3604051,608.479919
166409,0,0,578.5495718
166440,7,681.0361111,1179.669699
166450,0,0,291.5446065
166511,0,0,720.2364931
166596,2,116.8470139,846.072581
167002,4,133.6945602,1181.899549
167073,1,458.2164699,529.2418634
167079,0,0,205.277037
167333,0,0,717.2973495
167392,10,992.0552083,1006.354745
167425,0,0,967.5445023
167445,5,1087.513461,1181.114433
167466,1,37.21648148,1037.894931
167502,6,775.2324074,873.3266088
167514,0,0,7.156643519
167516,1,789.0620833,914.2077315
167522,6,724.0534491,1101.194988
167539,1,292.1894329,376.232963
167549,6,769.97375,1127.198067
167582,1,100.2468981,232.3210764
167586,1,58.30008102,1063.584734
167596,4,418.9907523,1138.186609
167606,0,0,960.1905787
167607,1,445.4008565,1032.979907
167640,0,0,144.7204745
167647,2,771.945162,923.5177894
167672,0,0,843.6356944
167726,7,1125.280868,1178.175914
167760,0,0,513.2747917
167817,0,0,745.4160764
167822,1,739.9511806,831.2283333
167872,0,0,544.0920949
167878,0,0,83.06204861
167921,0,0,1079.510972
167942,2,471.6293634,490.1843056
167975,11,1066.548681,1165.145799
168008,0,0,571.4379167
168248,0,0,922.5785417
168284,2,86.56396991,1063.013472
168299,3,687.9534259,1122.229595
168306,1,33.9881713,131.4909144
168398,1,473.5712963,1103.669549
168404,1,233.5341435,963.2434722
168405,3,424.0422801,576.0790509
168425,0,0,214.268044
168428,2,430.6243056,444.0565394
168460,12,948.0491435,1193.444294
168462,0,0,1104.110451
168484,4,838.9548148,1040.349479
168485,2,466.9706713,1114.287766
168625,2,318.8055324,780.1266782
168649,0,0,616.4191435
168772,0,0,250.1382292
168775,0,0,991.6264699
168900,0,0,1074.255046
168914,1,663.6004282,1146.125822
168958,2,998.7530093,1125.199028
169010,0,0,779.4568866
169014,2,1169.936053,1192.049873
169060,0,0,575.3938079
169062,1,503.0847801,1157.297708
169068,5,905.6670139,1186.123947
169095,1,412.7250694,672.2673032
169104,1,360.033588,1089.569745
169108,5,1180.413299,1193.539248
169119,0,0,596.4827546
169144,5,645.915162,1109.244387
169188,0,0,575.3288079
169202,5,478.4527431,1166.093623
169211,0,0,538.185081
169218,1,5.631180556,658.2436574
169249,2,942.1754398,1095.301782
169396,0,0,132.2979514
169439,1,129.9825463,1071.463738
169487,1,440.7683102,590.3300463
169594,1,703.0103009,1095.47963
169602,30,1133.847153,1187.441447
169603,1,234.0194444,919.5479051
169790,4,1005.205093,1193.316238
169791,1,430.495787,512.6390394
169802,2,913.9215162,1173.419248
169861,3,388.9153356,767.097037
169950,1,336.9340394,1125.5439
169992,2,119.0489352,1103.139907
169997,2,220.7316667,980.1596065
170015,1,324.3805556,894.4632176
170016,0,0,527.5163079
170020,0,0,891.0065741
170036,2,84.87369213,742.4219676
170039,2,957.0667477,1130.155289
170052,0,0,335.9835417
170067,5,560.553125,1138.520914
170083,0,0,440.3004745
170089,2,257.2754977,919.3816319
170106,1,502.3567593,688.8752894
170108,1,159.0024306,287.4553472
170132,0,0,393.4069792
170143,2,156.2879861,787.5014699
170168,5,1103.68081,1130.197998
170174,1,352.4558333,1187.552963
170321,1,24.44604167,173.0527315
170343,5,986.6835532,1084.165845
170375,2,609.8635301,976.0426505
170408,1,74.98211806,1190.043067
170419,0,0,1070.896563
170432,4,359.6769444,1186.068785
170443,1,753.2415509,874.5300347
170590,4,485.8335764,1055.251481
170690,7,754.0781366,1190.447778
170783,2,225.7883796,630.4289005
170793,4,646.922581,775.0587269
170812,0,0,363.5767593
170819,2,217.262037,1054.435799
170828,0,0,705.4598264
170841,1,35.19108796,610.3756944
170985,0,0,478.1314699
171108,1,11.88884259,685.0534491
171334,0,0,375.0489352
171400,3,234.5609028,424.2845023
171418,4,1004.616644,1097.19309
171421,0,0,543.4466319
171446,2,199.9637847,650.2431134
171487,1,84.3358912,229.0831944
171520,0,0,1070.082419
171559,7,834.216956,860.3045023
171636,3,659.2091088,743.5042593
171648,4,1098.949549,1117.184074
171653,1,743.6297222,1122.164514
171668,5,826.9071296,999.3334954
171676,1,700.2790278,1126.495567
171679,0,0,137.3738542
171682,0,0,1041.162303
171704,1,99.52782407,510.1554745
171720,0,0,955.0750694
171765,1,74.86385417,684.4641435
171781,0,0,1013.623484
171803,0,0,563.265787
171902,6,421.8609838,826.0897222
171939,5,679.1386343,982.591713
172034,0,0,656.4093981
172052,1,470.5136921,849.628912
172102,1,64.90246528,537.2062269
172116,1,274.8072338,838.7565162
172161,0,0,450.0468519
172225,0,0,968.6396296
172275,1,133.8464005,829.1893171
172279,2,322.8883681,1110.27787
172310,1,117.2135764,729.4655556
172328,2,80.53025463,822.5384606
172346,5,739.756088,752.6152315
172417,2,572.4261227,1123.44706
172447,0,0,15.61263889
172513,3,476.8157523,893.2896065
172559,0,0,454.0978472
172693,3,821.253831,1167.827407
172815,2,588.9535069,1109.329502
172850,0,0,796.0871528
172861,2,447.9673264,734.0920833
172877,2,338.9027894,1143.203391
172892,0,0,379.5103472
172932,0,0,865.7473727
172997,5,1000.799213,1002.313356
173053,5,411.7142593,957.15125
173124,2,644.5665046,732.0841319
173159,0,0,636.5807292
173175,5,470.4391088,877.5427199
173200,0,0,444.1012731
173836,0,0,840.2185417
173842,3,287.1294097,992.3343981
173853,0,0,1137.423079
173894,1,453.151794,842.6450926
173931,4,1039.72956,1113.188438
174110,0,0,793.040463
174117,2,799.4171644,1052.62919
174132,5,422.0008102,1137.719398
174212,0,0,15.42353009
174213,9,1150.988843,1194.501262
174231,0,0,851.234537
174266,0,0,830.5977315
174298,1,444.0799306,724.2168981
174625,23,347.7657407,1193.293229
174782,0,0,587.4398843
174786,0,0,633.6757523
174791,7,600.2413773,991.8924884
174830,13,890.0320139,1136.599167
174870,0,0,1100.49316
174883,5,1185.922766,1185.447593
174941,0,0,1157.303275
174979,0,0,949.4640509
175007,1,319.18125,995.4735069
175011,1,980.2930556,1122.633229
175053,0,0,1044.979664
175063,6,957.2135995,1059.492222
175092,0,0,971.1703819
175148,0,0,162.0984144
175974,4,517.5072917,1138.055
176002,0,0,30.3491088
176039,4,612.7101042,1111.180544
176081,0,0,1165.706366
176311,9,967.2450347,1151.324502
176315,10,1180.30191,1194.331285
176325,0,0,377.3276505
176332,0,0,574.4213889
176335,2,382.8859954,614.2715625
176403,8,687.7772801,868.459375
176470,2,392.0216898,1064.165475
176482,0,0,861.2390741
176484,2,300.0446412,764.5472685
176496,1,38.28267361,507.3433912
176528,2,169.2602546,782.0164699
176543,3,660.7404745,1117.95809
176572,2,431.072419,1189.641412
176613,5,252.8001273,804.2703935
176657,1,800.4235301,1003.075579
176668,0,0,850.1777199
176679,14,999.8263426,1090.332708
176696,0,0,3.418055556
176833,0,0,569.4952894
176862,0,0,651.127581
176864,2,354.9810069,1183.244363
176937,1,192.0543171,1132.097396
176940,0,0,159.1332639
177037,3,233.1316204,789.6292708
177039,2,566.3355671,664.5350116
177105,0,0,1112.501597
177243,2,112.101331,851.3008333
177267,0,0,984.0306366
177346,0,0,146.0117014
177688,0,0,639.5949074
177771,1,99.74157407,917.1708449
177777,0,0,372.7481944
177850,1,216.0571296,993.5882523
177975,0,0,882.525162
178162,3,250.6848264,1189.22603
178470,2,103.2022801,752.2444213
178665,0,0,1077.388808
178668,0,0,792.1940741
178790,1,89.90831019,635.3183449
178794,2,1142.490266,1151.036563
178841,2,244.9276505,1043.27147
179025,5,1118.061262,1192.656053
179040,14,1079.01309,1096.206366
179108,0,0,224.072581
179139,0,0,265.6554514
179164,4,135.4808796,165.9212963
179165,0,0,1102.480521
179171,0,0,991.1566551
179243,1,5.887222222,1010.274595
179269,3,399.688669,1184.228472
179299,0,0,1165.386296
179304,0,0,1113.118356
179330,2,600.0003704,1156.120313
179405,0,0,644.2429167
179444,3,641.7215856,822.3869213
179478,1,453.2730556,485.6184838
179534,0,0,1189.511192
179536,0,0,34.17988426
179544,4,986.194456,1089.428032
179570,1,18.6174537,834.1384259
179600,5,873.178669,1145.297755
179634,3,538.0528009,1160.137535
179665,0,0,862.443588
179674,1,79.07082176,685.1571644
179686,2,716.5055324,837.0985764
179726,7,903.6708449,974.249456
179750,15,1129.833426,1180.959861
179760,0,0,614.3008565
